MATERIAL_ID,MATERIAL_NAME,MATERIAL_TYPE,MATERIAL_COLOR,PRICE_SQFT,SELL_DATE,SQFT_SOLD,SALES_TOTAL,EXPENSES,PROFIT,CUSTOMER,CITY_NAME,COUNTY_NAME,STATE,TYPE,TRIMESTRE
LG-M557-HM,HI-MACS,SOLID SURFACE,CLOUD CONCRETE,50,7/9/2024,69.7306971,3486.534855,2266.247656,1220.287199,Michael Skinner,Bethesda,Montgomery,MD,Customer,2024Q3
STGR639007,STONEMARK,GRANITE,STEEL GREY,63.9,7/9/2024,41.08832949,2625.544254,1706.603765,918.940489,Tonya Steele,Baltimore,Baltimore City,MD,Customer,2024Q3
LG-G015-HM,HI-MACS,SOLID SURFACE,MIDNIGHT PEARL,50,7/9/2024,7.163566613,358.1783307,232.8159149,125.3624157,Brian Terry PhD,Bethesda,Montgomery,MD,Customer,2024Q3
STGR639004,STONEMARK,GRANITE,COFFEE BROWN,63.9,7/10/2024,72.8775071,4656.872704,3026.967258,1629.905446,Lozano Builders,Falls Church,Falls Church,VA,Contractor,2024Q3
STGR747009,STONEMARK,GRANITE,MIRAGE WHITE,74.7,7/10/2024,40.8591145,3052.175853,1983.914305,1068.261549,Jeffrey Williams IV,Fairfax,Fairfax,VA,Customer,2024Q3
C956-RNA2HX,CORIAN,SOLID SURFACE,ASH CONCRETE,71,7/10/2024,41.79155914,2967.200699,1928.680454,1038.520245,Carrie Smith,Arlington,Arlington,VA,Customer,2024Q3
LX-L001-HM,HI-MACS,SOLID SURFACE,SUGARLOAF,60,7/10/2024,30.84096637,1850.457982,1202.797688,647.6602938,Kim Fisher,Fairfax,Fairfax,VA,Customer,2024Q3
C956-RNA2WQ,CORIAN,SOLID SURFACE,WHITE ONYX,63.99,7/10/2024,13.46591582,861.6839534,560.0945697,301.5893837,Ronald Cole,Baltimore,Baltimore City,MD,Customer,2024Q3
MC-2X29911SS,WILSONART,SOLID SURFACE,MONTE AMIATA,60,7/11/2024,26.4906302,1589.437812,1033.134578,556.3032342,Baker Development,Rockville,Montgomery,MD,Contractor,2024Q3
LG-T002-HM,HI-MACS,SOLID SURFACE,COSMOS,60,7/11/2024,71.65576868,4299.346121,2794.574979,1504.771142,Guzman Builders,Rockville,Montgomery,MD,Contractor,2024Q3
C956-RNA2WQ,CORIAN,SOLID SURFACE,WHITE ONYX,63.99,7/11/2024,67.24272427,4302.861926,2796.860252,1506.001674,Taylor Builders,Falls Church,Falls Church,VA,Contractor,2024Q3
STGR747013,STONEMARK,GRANITE,SUNSET CANYON,74.7,7/11/2024,54.03644494,4036.522437,2623.739584,1412.782853,Michael Brock,Alexandria,Alexandria,VA,Customer,2024Q3
LG-M612-HM,HI-MACS,SOLID SURFACE,AURORA BISQUE,60,7/11/2024,41.51641894,2490.985136,1619.140339,871.8447978,Mark Bradford,Arlington,Arlington,VA,Customer,2024Q3
C956-RNA2NX,CORIAN,SOLID SURFACE,NEUTRAL CONCRETE,60,7/12/2024,75.81236525,4548.741915,2956.682245,1592.05967,Nicholas Jacobson,Bethesda,Montgomery,MD,Customer,2024Q3
C956-RNA2WQ,CORIAN,SOLID SURFACE,WHITE ONYX,63.99,7/12/2024,60.37765984,3863.566453,2511.318195,1352.248259,Lisa White,Baltimore,Baltimore City,MD,Customer,2024Q3
LG-VE01-HM,HI-MACS,SOLID SURFACE,TAMBORA,50,7/12/2024,69.29818352,3464.909176,2252.190964,1212.718212,James West,Alexandria,Alexandria,VA,Customer,2024Q3
STGR808010,STONEMARK,GRANITE,CYGNUS,97.6,7/12/2024,25.70307038,2508.619669,1630.602785,878.0168843,Billy Knapp,Gaithersburg,Montgomery,MD,Customer,2024Q3
LG-M611-HM,HI-MACS,SOLID SURFACE,AURORA CLOUD,60,7/12/2024,3.029309423,181.7585654,118.1430675,63.61549789,Warren Bray,Arlington,Arlington,VA,Customer,2024Q3
STGR747006,STONEMARK,GRANITE,DELICATUS GOLD,74.7,7/13/2024,81.30616915,6073.570835,3947.821043,2125.749792,Gregory Builders,Fairfax,Fairfax,VA,Contractor,2024Q3
LG-M611-HM,HI-MACS,SOLID SURFACE,AURORA CLOUD,60,7/13/2024,61.75973772,3705.584263,2408.629771,1296.954492,Ms. Lisa Stout MD,Falls Church,Falls Church,VA,Customer,2024Q3
LG-M603-HM,HI-MACS,SOLID SURFACE,PAVIA,60,7/13/2024,46.38503931,2783.102359,1809.016533,974.0858256,Carolyn Gould,Fairfax,Fairfax,VA,Customer,2024Q3
C956-RNA2WQ,CORIAN,SOLID SURFACE,WHITE ONYX,63.99,7/13/2024,20.14449974,1289.046538,837.8802498,451.1662884,James Russell,Arlington,Arlington,VA,Customer,2024Q3
LG-G50-HM,HI-MACS,SOLID SURFACE,TAPIOCA PEARL,48,7/13/2024,12.06413288,579.0783783,376.4009459,202.6774324,Angela Castaneda,Gaithersburg,Montgomery,MD,Customer,2024Q3
LG-M611-HM,HI-MACS,SOLID SURFACE,AURORA CLOUD,60,7/14/2024,81.16687375,4870.012425,3165.508076,1704.504349,Middleton Construction,Washington,District of Columbia,DC,Contractor,2024Q3
STGR808005,STONEMARK,GRANITE,DELICATUS WHITE,80.8,7/14/2024,58.12430904,4696.444171,3052.688711,1643.75546,Stark Contracting,Arlington,Arlington,VA,Contractor,2024Q3
STGR639009,STONEMARK,GRANITE,WHITE PEBBLE,63.9,7/14/2024,38.32540064,2448.993101,1591.845516,857.1475853,Christopher Lynch,Gaithersburg,Montgomery,MD,Customer,2024Q3
LG-G50-HM,HI-MACS,SOLID SURFACE,TAPIOCA PEARL,48,7/14/2024,48.43043752,2324.661001,1511.029651,813.6313503,Francis Schultz,Rockville,Montgomery,MD,Customer,2024Q3
STGR747010,STONEMARK,GRANITE,PITAYA WHITE,74.7,7/14/2024,28.5221257,2130.60279,1384.891813,745.7109764,Dawn Kennedy,Alexandria,Alexandria,VA,Customer,2024Q3
STGR747007,STONEMARK,GRANITE,DESERT BEACH,74.7,7/15/2024,65.79454494,4914.852507,3194.65413,1720.198378,Potter Development,Rockville,Montgomery,MD,Contractor,2024Q3
C930-15202MP,CORIAN,SOLID SURFACE,PLATINUM,71,7/15/2024,56.01235702,3976.877348,2584.970276,1391.907072,Tony Perez,Gaithersburg,Montgomery,MD,Customer,2024Q3
LG-G50-HM,HI-MACS,SOLID SURFACE,TAPIOCA PEARL,48,7/15/2024,66.54264256,3194.046843,2076.130448,1117.916395,Brad Martinez,Rockville,Montgomery,MD,Customer,2024Q3
STGR639010,STONEMARK,GRANITE,WHITE SPARKLE,63.9,7/15/2024,35.92497124,2295.605662,1492.14368,803.4619818,Melissa Smith,Silver Spring,Montgomery,MD,Customer,2024Q3
LX-M607-HM,HI-MACS,SOLID SURFACE,AURORA CREAM,60,7/15/2024,18.574998,1114.49988,724.4249219,390.074958,Richard Leblanc,Arlington,Arlington,VA,Customer,2024Q3
STGR747011,STONEMARK,GRANITE,RIGEL WHITE,74.7,7/17/2024,54.77618869,4091.781295,2659.657842,1432.123453,Joshua Hoover,Silver Spring,Montgomery,MD,Customer,2024Q3
C930-05202WN,CORIAN,SOLID SURFACE,DESIGNER WHITE,50,7/17/2024,72.97957665,3648.978832,2371.836241,1277.142591,Larry Davis,Bethesda,Montgomery,MD,Customer,2024Q3
C956-RNA2UX,CORIAN,SOLID SURFACE,DUNE PRIMA,71,7/17/2024,37.9276855,2692.865671,1750.362686,942.5029847,Terry Collins,Fairfax,Fairfax,VA,Customer,2024Q3
LX-M701-HM,HI-MACS,SOLID SURFACE,AURORA ECRU,60,7/17/2024,32.77522161,1966.513296,1278.233643,688.2796538,Lisa Reed,Gaithersburg,Montgomery,MD,Customer,2024Q3
LX-M607-HM,HI-MACS,SOLID SURFACE,AURORA CREAM,60,7/17/2024,30.32041182,1819.224709,1182.496061,636.7286483,Steven Reilly,Alexandria,Alexandria,VA,Customer,2024Q3
C930-15202RC,CORIAN,SOLID SURFACE,RAIN CLOUD,71,7/17/2024,24.77982581,1759.367633,1143.588961,615.7786714,Joseph Brown,Rockville,Montgomery,MD,Customer,2024Q3
STGR808008,STONEMARK,GRANITE,WHITE SPRINGS,80.8,7/17/2024,21.60776553,1745.907455,1134.839846,611.0676093,Joshua Hood,Bethesda,Montgomery,MD,Customer,2024Q3
LG-G50-HM,HI-MACS,SOLID SURFACE,TAPIOCA PEARL,48,7/17/2024,24.4505874,1173.628195,762.8583268,410.7698683,Justin Singleton,Washington,District of Columbia,DC,Customer,2024Q3
C930-15202TO,CORIAN,SOLID SURFACE,WITCH HAZEL,71,7/17/2024,12.77466024,907.000877,589.55057,317.4503069,Emily Mckinney,Rockville,Montgomery,MD,Customer,2024Q3
STGR747014,STONEMARK,GRANITE,THUNDER WHITE,74.7,7/17/2024,8.426181817,629.4357818,409.1332581,220.3025236,Timothy Todd DDS,Alexandria,Alexandria,VA,Customer,2024Q3
STGR747015,STONEMARK,GRANITE,YUKON WHITE,74.7,7/18/2024,57.99879713,4332.510146,2816.131595,1516.378551,Ibarra Group,Rockville,Montgomery,MD,Contractor,2024Q3
LG-M601-HM,HI-MACS,SOLID SURFACE,TORANO,60,7/18/2024,80.71872676,4843.123606,3148.030344,1695.093262,Kelly Development,Arlington,Arlington,VA,Contractor,2024Q3
LG-M501-HM,HI-MACS,SOLID SURFACE,EDESSA,60,7/18/2024,76.27941243,4576.764746,2974.897085,1601.867661,Kelly Mitchell,Baltimore,Baltimore City,MD,Customer,2024Q3
LG-M707-HM,HI-MACS,SOLID SURFACE,AURORA MAGNOLIA,60,7/18/2024,20.14224394,1208.534636,785.5475136,422.9871227,Mrs. Kristina Pitts,Baltimore,Baltimore City,MD,Customer,2024Q3
LG-G718-HM,HI-MACS,SOLID SURFACE,RIPE COTTON,50,7/18/2024,21.12706079,1056.35304,686.6294758,369.7235639,Judy Peterson,Bethesda,Montgomery,MD,Customer,2024Q3
LG-M708-HM,HI-MACS,SOLID SURFACE,AURORA SABLE,60,7/19/2024,61.48797877,3689.278726,2398.031172,1291.247554,Carolyn Norris,Washington,District of Columbia,DC,Customer,2024Q3
STGR808009,STONEMARK,GRANITE,ZERMATT,80.8,7/19/2024,28.20835484,2279.235071,1481.502796,797.7322749,William Richardson,Falls Church,Falls Church,VA,Customer,2024Q3
LG-G127-HM,HI-MACS,SOLID SURFACE,EDISTO,50,7/19/2024,34.45731225,1722.865612,1119.862648,603.0029643,Stephanie Green,Arlington,Arlington,VA,Customer,2024Q3
STGR539008,STONEMARK,GRANITE,UBATUBA,53.9,7/19/2024,17.60430578,948.8720816,616.766853,332.1052286,Dr. Deborah Sanchez,Fairfax,Fairfax,VA,Customer,2024Q3
STGR639005,STONEMARK,GRANITE,SADDLEWHITE,63.9,7/19/2024,6.885116422,439.9589394,285.9733106,153.9856288,Kelly Henry,Alexandria,Alexandria,VA,Customer,2024Q3
STGR539009,STONEMARK,GRANITE,VALLE NEVADO,53.9,7/20/2024,69.50992516,3746.584966,2435.280228,1311.304738,Diamond Garza,Alexandria,Alexandria,VA,Customer,2024Q3
STGR808006,STONEMARK,GRANITE,ENCHANTED FOREST,80.8,7/20/2024,26.74184571,2160.741134,1404.481737,756.2593968,Derek Harris,Bethesda,Montgomery,MD,Customer,2024Q3
C930-15202MS,CORIAN,SOLID SURFACE,SAHARA,71,7/20/2024,10.18692014,723.2713298,470.1263644,253.1449654,Melissa Jacobs,Fairfax,Fairfax,VA,Customer,2024Q3
LG-M614-HM,HI-MACS,SOLID SURFACE,AURORA UMBER,60,7/20/2024,11.88496745,713.0980472,463.5137307,249.5843165,Mike Gutierrez,Gaithersburg,Montgomery,MD,Customer,2024Q3
C956-RNA2EV,CORIAN,SOLID SURFACE,EVEREST,60,7/21/2024,35.17150058,2110.290035,1371.688523,738.6015122,Jenna Dalton,Alexandria,Alexandria,VA,Customer,2024Q3
STGR639006,STONEMARK,GRANITE,SALLINAS WHITE,63.9,7/21/2024,21.292283,1360.576883,884.3749743,476.2019092,Rebecca Miller,Rockville,Montgomery,MD,Customer,2024Q3
STGR539002,STONEMARK,GRANITE,AZUL PLATINO,53.9,7/21/2024,22.24300789,1198.898125,779.2837814,419.6143438,Robin Allen,Arlington,Arlington,VA,Customer,2024Q3
LG-GT913-HM,HI-MACS,SOLID SURFACE,VANILLA SUGAR,50,7/21/2024,15.28619753,764.3098767,496.8014198,267.5084568,Michele Wade,Silver Spring,Montgomery,MD,Customer,2024Q3
LG-M502-HM,HI-MACS,SOLID SURFACE,VATHI,60,7/22/2024,47.34791021,2840.874613,1846.568498,994.3061144,William Dennis,Gaithersburg,Montgomery,MD,Customer,2024Q3
STGR747002,STONEMARK,GRANITE,BIANCO ANTICO,74.7,7/22/2024,35.43285845,2646.834526,1720.442442,926.3920842,Eugene Thompson,Rockville,Montgomery,MD,Customer,2024Q3
MC-2X21573MG,WILSONART,SOLID SURFACE,FROSTY WHITE MIRAGE,50,7/22/2024,36.6939798,1834.69899,1192.554344,642.1446465,Brian Mcguire,Alexandria,Alexandria,VA,Customer,2024Q3
CHD904-1504TO,CORIAN,SOLID SURFACE,SAND STORM,71,7/22/2024,14.99348851,1064.537684,691.9494945,372.5881894,Cheryl Huynh,Falls Church,Falls Church,VA,Customer,2024Q3
STGR747002,STONEMARK,GRANITE,BIANCO ANTICO,74.7,7/23/2024,55.40080338,4138.440013,2689.986008,1448.454004,Timothy Black,Silver Spring,Montgomery,MD,Customer,2024Q3
LG-T001-HM,HI-MACS,SOLID SURFACE,VENUS,60,7/23/2024,58.26847482,3496.108489,2272.470518,1223.637971,Jeremy Moore,Alexandria,Alexandria,VA,Customer,2024Q3
C930-15202LT,CORIAN,SOLID SURFACE,SANDALWOOD,71,7/23/2024,36.6276201,2600.561027,1690.364668,910.1963595,Michele Cruz,Gaithersburg,Montgomery,MD,Customer,2024Q3
LG-VW01-HM,HI-MACS,SOLID SURFACE,GEMINI,60,7/23/2024,12.65534186,759.3205115,493.5583325,265.762179,Raymond Davis,Baltimore,Baltimore City,MD,Customer,2024Q3
 C930-15202S,CORIAN,SOLID SURFACE,SANDSTONE,60,7/24/2024,81.13646131,4868.187679,3164.321991,1703.865688,Brown Development,Bethesda,Montgomery,MD,Contractor,2024Q3
LG-GT918-HM,HI-MACS,SOLID SURFACE,VOLCANIC ICE,60,7/24/2024,41.00821143,2460.492686,1599.320246,861.17244,Brittany Terry,Falls Church,Falls Church,VA,Customer,2024Q3
STGR539003,STONEMARK,GRANITE,GIALLO ORNAMENTAL,53.9,7/24/2024,39.50766858,2129.463337,1384.151169,745.3121678,Timothy Flynn,Alexandria,Alexandria,VA,Customer,2024Q3
STGR747003,STONEMARK,GRANITE,BIANCO LUCRE,74.7,7/24/2024,19.80649416,1479.545114,961.7043241,517.8407899,Dennis Collins,Bethesda,Montgomery,MD,Customer,2024Q3
STGR576001,STONEMARK,GRANITE,WATERFALL,57.6,7/25/2024,73.73462713,4247.114523,2760.62444,1486.490083,Smith Construction,Falls Church,Falls Church,VA,Contractor,2024Q3
C930-15202MV,CORIAN,SOLID SURFACE,SAVANNAH,71,7/25/2024,59.59137517,4230.987637,2750.141964,1480.845673,Natasha Wilson,Falls Church,Falls Church,VA,Customer,2024Q3
LG-G714-HM,HI-MACS,SOLID SURFACE,BIRCH BARK,60,7/25/2024,46.00152247,2760.091348,1794.059376,966.0319719,Matthew Ayala,Alexandria,Alexandria,VA,Customer,2024Q3
C930-05202H,CORIAN,SOLID SURFACE,GLACIER WHITE,50,7/25/2024,47.16673833,2358.336916,1532.918996,825.4179207,Joshua Todd,Washington,District of Columbia,DC,Customer,2024Q3
STGR808002,STONEMARK,GRANITE,BLACK GALAXY,80.8,7/27/2024,48.18575482,3893.408989,2530.715843,1362.693146,Laura Patel,Fairfax,Fairfax,VA,Customer,2024Q3
LG-G17-HM,HI-MACS,SOLID SURFACE,GRAY GRANITE,50,7/27/2024,61.47942683,3073.971341,1998.081372,1075.889969,Bryan Walker,Baltimore,Baltimore City,MD,Customer,2024Q3
STGR639002,STONEMARK,GRANITE,BLACK MIST HONED,63.9,7/27/2024,27.0571816,1728.953904,1123.820038,605.1338665,Amy Rogers,Rockville,Montgomery,MD,Customer,2024Q3
STGR639008,STONEMARK,GRANITE,WHITE ANTICO,63.9,7/27/2024,25.21760711,1611.405094,1047.413311,563.991783,Kyle Gross,Baltimore,Baltimore City,MD,Customer,2024Q3
MC-2X29237SS,WILSONART,SOLID SURFACE,WHISPER WHITE,54,7/27/2024,24.39489638,1317.324405,856.2608629,461.0635416,William Ferguson,Fairfax,Fairfax,VA,Customer,2024Q3
STGR675001,STONEMARK,GRANITE,SF REAL,67.5,7/27/2024,12.86617556,868.4668502,564.5034527,303.9633976,Bradley Shelton,Bethesda,Montgomery,MD,Customer,2024Q3
LG-W003-HM,HI-MACS,SOLID SURFACE,SHADOW CONCRETE,50,7/27/2024,3.699623227,184.9811613,120.2377549,64.74340647,Leah Roberts,Washington,District of Columbia,DC,Customer,2024Q3
LG-G103-HM,HI-MACS,SOLID SURFACE,GRAPHITE GRANITE,50,7/27/2024,2.827539085,141.3769542,91.89502025,49.48193398,Logan Harrison,Silver Spring,Montgomery,MD,Customer,2024Q3
C956-RNA2GQ,CORIAN,SOLID SURFACE,GRAY ONYX,71,7/28/2024,62.44937557,4433.905665,2882.038682,1551.866983,Emily Reyes,Falls Church,Falls Church,VA,Customer,2024Q3
STGR639003,STONEMARK,GRANITE,BLACK PEARL,63.9,7/28/2024,52.58049349,3359.893534,2183.930797,1175.962737,David Richardson,Gaithersburg,Montgomery,MD,Customer,2024Q3
STGR747012,STONEMARK,GRANITE,SIBERIAN WHITE,49.95,7/28/2024,30.24220701,1510.59824,981.8888559,528.709384,Gina Lopez,Gaithersburg,Montgomery,MD,Customer,2024Q3
STGR576002,STONEMARK,GRANITE,WHITE FANTASY,57.6,7/28/2024,7.547093863,434.7126065,282.5631942,152.1494123,Allen Rivas,Alexandria,Alexandria,VA,Customer,2024Q3
STGR747004,STONEMARK,GRANITE,BLUE DUNES,74.7,7/29/2024,72.91347999,5446.636955,3540.314021,1906.322934,Jennifer Hutchinson,Washington,District of Columbia,DC,Customer,2024Q3
STGR747012,STONEMARK,GRANITE,SIBERIAN WHITE,49.95,7/29/2024,48.05765505,2400.47987,1560.311915,840.1679545,Catherine Moore,Alexandria,Alexandria,VA,Customer,2024Q3
LG-G05-HM,HI-MACS,SOLID SURFACE,WHITE GRANITE,45,7/29/2024,37.80014828,1701.006673,1105.654337,595.3523355,David Williams,Bethesda,Montgomery,MD,Customer,2024Q3
STGR539004,STONEMARK,GRANITE,GRAY WAVE,53.9,7/29/2024,27.06270991,1458.680064,948.1420416,510.5380224,Joseph Acosta,Alexandria,Alexandria,VA,Customer,2024Q3
C956-RNA2WQ,CORIAN,SOLID SURFACE,WHITE ONYX,63.99,7/30/2024,74.29605587,4754.204615,3090.233,1663.971615,Taylor Builders,Gaithersburg,Montgomery,MD,Contractor,2024Q3
MC-2X2HD9227SS,WILSONART,SOLID SURFACE,HIDDEN SPACE,50,7/30/2024,28.27513582,1413.756791,918.941914,494.8148768,Brianna Rodriguez,Arlington,Arlington,VA,Customer,2024Q3
STGR747005,STONEMARK,GRANITE,BLUE DUNES CARESSED,74.7,7/30/2024,15.29922299,1142.851958,742.8537724,399.9981852,Philip Anderson,Falls Church,Falls Church,VA,Customer,2024Q3
STGR747012,STONEMARK,GRANITE,SIBERIAN WHITE,49.95,7/30/2024,11.57673953,578.2581395,375.8677907,202.3903488,Yesenia Moore,Rockville,Montgomery,MD,Customer,2024Q3
C930-05202WN,CORIAN,SOLID SURFACE,DESIGNER WHITE,50,8/1/2024,82.40907508,4120.453754,2678.29494,1442.158814,Courtney Wilson,Silver Spring,Montgomery,MD,Customer,2024Q3
STGR639001,STONEMARK,GRANITE,AMARELLO ORNAMENTAL,63.9,8/1/2024,5.974580405,381.7756879,248.1541971,133.6214908,Brittany Cole,Rockville,Montgomery,MD,Customer,2024Q3
C956-RNA2UX,CORIAN,SOLID SURFACE,DUNE PRIMA,71,8/2/2024,62.83462798,4461.258587,2899.818081,1561.440505,Jennifer Osborne,Arlington,Arlington,VA,Customer,2024Q3
STGR747001,STONEMARK,GRANITE,ARABIAN NIGHTS,74.7,8/2/2024,20.78097744,1552.339015,1009.02036,543.3186553,Pamela Aguilar,Washington,District of Columbia,DC,Customer,2024Q3
C956-RNA2EV,CORIAN,SOLID SURFACE,EVEREST,60,8/3/2024,74.60782344,4476.469406,2909.705114,1566.764292,Michael Andrews,Fairfax,Fairfax,VA,Customer,2024Q3
STGR539002,STONEMARK,GRANITE,AZUL PLATINO,53.9,8/3/2024,8.58710694,462.8450641,300.8492916,161.9957724,John Maxwell,Baltimore,Baltimore City,MD,Customer,2024Q3
STGR747002,STONEMARK,GRANITE,BIANCO ANTICO,74.7,8/4/2024,43.34952096,3238.209215,2104.83599,1133.373225,Cheryl Strickland,Alexandria,Alexandria,VA,Customer,2024Q3
C930-05202H,CORIAN,SOLID SURFACE,GLACIER WHITE,50,8/4/2024,8.815591775,440.7795888,286.5067327,154.2728561,Jeffrey Phillips,Washington,District of Columbia,DC,Customer,2024Q3
STGR808008,STONEMARK,GRANITE,WHITE SPRINGS,80.8,8/5/2024,80.52124774,6506.116818,4228.975932,2277.140886,Hernandez Group,Fairfax,Fairfax,VA,Contractor,2024Q3
LX-M701-HM,HI-MACS,SOLID SURFACE,AURORA ECRU,60,8/5/2024,70.64251629,4238.550977,2755.058135,1483.492842,Williams Construction,Bethesda,Montgomery,MD,Contractor,2024Q3
MC-2X2HD9227SS,WILSONART,SOLID SURFACE,HIDDEN SPACE,50,8/5/2024,61.90307608,3095.153804,2011.849972,1083.303831,Tasha Walker,Bethesda,Montgomery,MD,Customer,2024Q3
C956-RNA2GQ,CORIAN,SOLID SURFACE,GRAY ONYX,71,8/5/2024,35.78632548,2540.829109,1651.538921,889.2901882,Michael Weber,Gaithersburg,Montgomery,MD,Customer,2024Q3
STGR808005,STONEMARK,GRANITE,DELICATUS WHITE,80.8,8/5/2024,29.05720598,2347.822244,1526.084458,821.7377853,Jennifer Ford,Fairfax,Fairfax,VA,Customer,2024Q3
STGR639003,STONEMARK,GRANITE,BLACK PEARL,63.9,8/6/2024,77.26760186,4937.399759,3209.309843,1728.089916,Rosales Development,Alexandria,Alexandria,VA,Contractor,2024Q3
STGR747007,STONEMARK,GRANITE,DESERT BEACH,74.7,8/6/2024,52.55038626,3925.513854,2551.584005,1373.929849,Terri Brown,Silver Spring,Montgomery,MD,Customer,2024Q3
MC-2X29912SS,WILSONART,SOLID SURFACE,ICE STATUARIO,60,8/6/2024,37.91978286,2275.186972,1478.871532,796.3154401,Beth Esparza,Bethesda,Montgomery,MD,Customer,2024Q3
STGR747015,STONEMARK,GRANITE,YUKON WHITE,74.7,8/6/2024,27.79238436,2076.091112,1349.459223,726.6318891,Sheri Howell,Gaithersburg,Montgomery,MD,Customer,2024Q3
C956-RNA2WQ,CORIAN,SOLID SURFACE,WHITE ONYX,71,8/6/2024,23.43282852,1663.730825,1081.425036,582.3057886,Spencer Smith,Falls Church,Falls Church,VA,Customer,2024Q3
LG-M707-HM,HI-MACS,SOLID SURFACE,AURORA MAGNOLIA,60,8/6/2024,17.68116898,1060.870139,689.5655902,371.3045486,Michael Boyd,Washington,District of Columbia,DC,Customer,2024Q3
MC-2X29911SS,WILSONART,SOLID SURFACE,MONTE AMIATA,60,8/7/2024,82.41291776,4944.775066,3214.103793,1730.671273,Potter Development,Rockville,Montgomery,MD,Contractor,2024Q3
STGR808009,STONEMARK,GRANITE,ZERMATT,80.8,8/7/2024,49.86400593,4029.011679,2618.857591,1410.154088,Regina Petersen,Arlington,Arlington,VA,Customer,2024Q3
STGR808006,STONEMARK,GRANITE,ENCHANTED FOREST,80.8,8/7/2024,45.91899334,3710.254662,2411.66553,1298.589132,Jason Collins,Arlington,Arlington,VA,Customer,2024Q3
C930-15202TO,CORIAN,SOLID SURFACE,WITCH HAZEL,71,8/7/2024,48.9473627,3475.262752,2258.920789,1216.341963,Jane Clayton,Fairfax,Fairfax,VA,Customer,2024Q3
LG-M708-HM,HI-MACS,SOLID SURFACE,AURORA SABLE,60,8/7/2024,38.46502151,2307.901291,1500.135839,807.7654518,Adriana Hughes,Washington,District of Columbia,DC,Customer,2024Q3
MC-2X29237SS,WILSONART,SOLID SURFACE,WHISPER WHITE,54,8/8/2024,71.40739193,3855.999164,2506.399457,1349.599707,Mike Hess,Washington,District of Columbia,DC,Customer,2024Q3
MC-2X29253CM,WILSONART,SOLID SURFACE,ARCTIC DUNE,60,8/8/2024,62.71740953,3763.044572,2445.978972,1317.0656,Ellen Garza,Gaithersburg,Montgomery,MD,Customer,2024Q3
STGR539003,STONEMARK,GRANITE,GIALLO ORNAMENTAL,53.9,8/8/2024,63.40427391,3417.490364,2221.368736,1196.121627,Kristina Preston,Silver Spring,Montgomery,MD,Customer,2024Q3
LG-M614-HM,HI-MACS,SOLID SURFACE,AURORA UMBER,60,8/8/2024,53.19709196,3191.825518,2074.686586,1117.138931,Kara Mcconnell,Silver Spring,Montgomery,MD,Customer,2024Q3
LG-S06-HM,HI-MACS,SOLID SURFACE,ARCTIC WHITE,50,8/8/2024,50.76650092,2538.325046,1649.91128,888.4137661,Dr. Emily Figueroa DVM,Silver Spring,Montgomery,MD,Customer,2024Q3
STGR539008,STONEMARK,GRANITE,UBATUBA,53.9,8/9/2024,85.6817882,4618.248384,3001.861449,1616.386934,Gregory Bautista,Falls Church,Falls Church,VA,Customer,2024Q3
LG-M612-HM,HI-MACS,SOLID SURFACE,AURORA BISQUE,60,8/9/2024,54.39337318,3263.602391,2121.341554,1142.260837,Joanne Taylor,Falls Church,Falls Church,VA,Customer,2024Q3
STGR539009,STONEMARK,GRANITE,VALLE NEVADO,53.9,8/10/2024,74.26418128,4002.839371,2601.845591,1400.99378,Jennifer Reilly,Arlington,Arlington,VA,Customer,2024Q3
LG-M611-HM,HI-MACS,SOLID SURFACE,AURORA CLOUD,60,8/10/2024,10.67708472,640.625083,416.406304,224.2187791,Ronald Lee,Baltimore,Baltimore City,MD,Customer,2024Q3
LX-M607-HM,HI-MACS,SOLID SURFACE,AURORA CREAM,60,8/11/2024,80.77890827,4846.734496,3150.377422,1696.357074,Hill Contracting,Washington,District of Columbia,DC,Contractor,2024Q3
STGR576001,STONEMARK,GRANITE,WATERFALL,57.6,8/11/2024,65.34609748,3763.935215,2446.55789,1317.377325,Dr. Jacob Jones MD,Silver Spring,Montgomery,MD,Customer,2024Q3
STGR639008,STONEMARK,GRANITE,WHITE ANTICO,63.9,8/12/2024,15.1736118,969.5937941,630.2359662,339.3578279,Shawn Beard,Alexandria,Alexandria,VA,Customer,2024Q3
STGR576002,STONEMARK,GRANITE,WHITE FANTASY,57.6,8/13/2024,31.38776447,1807.935233,1175.157902,632.7773317,Gina Clark,Falls Church,Falls Church,VA,Customer,2024Q3
STGR639003,STONEMARK,GRANITE,BLACK PEARL,63.9,8/13/2024,23.24160385,1485.138486,965.3400161,519.7984702,Danielle Burch,Silver Spring,Montgomery,MD,Customer,2024Q3
LG-GT913-HM,HI-MACS,SOLID SURFACE,VANILLA SUGAR,50,8/13/2024,29.56641155,1478.320578,960.9083754,517.4122021,Kathryn Johnson,Bethesda,Montgomery,MD,Customer,2024Q3
STGR747009,STONEMARK,GRANITE,MIRAGE WHITE,74.7,8/13/2024,10.00021098,747.0157599,485.5602439,261.4555159,Emily Kelly,Alexandria,Alexandria,VA,Customer,2024Q3
STGR639009,STONEMARK,GRANITE,WHITE PEBBLE,63.9,8/14/2024,86.12281579,5503.247929,3577.111154,1926.136775,Javier Osborne,Fairfax,Fairfax,VA,Customer,2024Q3
